,negative_format,year,budget,genres,film_type
2012,35 mm,2010,68000000,Fantasy,F
2013,35 mm,2010,68000000,Drama,F
2014,35 mm,2010,68000000,Adventure,F
2015,HD,2010,170000000,Sci-Fi,F
2016,HD,2010,170000000,Adventure,F
2017,HD,2010,170000000,Action,F
2018,HD,2010,170000000,Sci-Fi,D
2019,HD,2010,170000000,Adventure,D
2020,HD,2010,170000000,Action,D
2021,35 mm,2010,170000000,Sci-Fi,F
2022,35 mm,2010,125000000,Family,F
2023,35 mm,2010,100000000,Action,F
2024,Digital,2010,165000000,Family,D
2025,35 mm,2010,100000000,Crime,F
2026,,2010,3000000,Horror,U
2027,35 mm,2010,95000000,Fantasy,F
2028,35 mm,2010,95000000,Family,F
2029,35 mm,2010,95000000,Adventure,F
2030,35 mm,2010,60000000,Thriller,F
2031,35 mm,2010,60000000,Crime,F
2032,35 mm,2010,60000000,Comedy,F
2033,35 mm,2010,60000000,Action,F
2034,35 mm,2010,200000000,Romance,F
2035,35 mm,2010,200000000,Fantasy,F
2036,35 mm,2010,200000000,Adventure,F
2037,35 mm,2010,200000000,Action,F
2038,35 mm,2010,37000000,Thriller,F
2039,35 mm,2010,37000000,Drama,F
2040,35 mm,2010,37000000,Crime,F
2041,Video,2010,11000000,Sport,F
2042,Video,2010,11000000,Drama,F
2043,Video,2010,11000000,Biography,F
2044,Video,2010,11000000,Sport,D
2045,Video,2010,11000000,Drama,D
2046,Video,2010,11000000,Biography,D
2047,35 mm,2010,11000000,Sport,F
2048,35 mm,2010,11000000,Drama,F
2049,35 mm,2010,11000000,Biography,F
2050,35 mm,2010,11000000,Sport,D
2051,35 mm,2010,95000000,Thriller,F
2052,35 mm,2010,60000000,Drama,F
2053,35 mm,2010,60000000,Romance,F
2054,35 mm,2010,25000000,Drama,F
2055,35 mm,2010,117000000,Comedy,F
2056,35 mm,2010,117000000,Action,F
2057,Video,2010,110000000,Thriller,F
2058,Video,2010,110000000,Crime,F
2059,35 mm,2010,100000000,Comedy,F
2060,35 mm,2010,117000000,Romance,F
2061,Video,2010,110000000,Comedy,F
2062,Video,2010,110000000,Adventure,F
2063,Video,2010,110000000,Action,F
2064,Video,2010,110000000,Thriller,D
2065,Video,2010,110000000,Crime,D
2066,Video,2010,110000000,Comedy,D
2067,35 mm,2010,11000000,Drama,D
2068,Video,2010,110000000,Adventure,D
2069,35 mm,2010,110000000,Thriller,F
2070,35 mm,2010,110000000,Crime,F
2071,35 mm,2010,110000000,Comedy,F
2072,35 mm,2010,110000000,Adventure,F
2073,35 mm,2010,110000000,Action,F
2074,35 mm,2010,110000000,Thriller,D
2075,35 mm,2010,110000000,Crime,D
2076,35 mm,2010,110000000,Comedy,D
2077,35 mm,2010,110000000,Adventure,D
2078,35 mm,2010,110000000,Action,D
2079,35 mm,2010,25000000,War,F
2080,35 mm,2010,25000000,Romance,F
2081,Video,2010,110000000,Action,D
2082,35 mm,2010,11000000,Biography,D
2083,35 mm,2010,95000000,Action,F
2084,Digital,2010,20000000,Action,D
2085,Video,2010,155000000,Adventure,D
2086,35 mm,2010,210000000,Romance,F
2087,35 mm,2010,210000000,History,F
2088,35 mm,2010,210000000,Drama,F
2089,35 mm,2010,210000000,Adventure,F
2090,35 mm,2010,210000000,Action,F
2091,Digital,2010,13000000,Thriller,F
2092,Digital,2010,13000000,Drama,F
2093,Digital,2010,13000000,Thriller,D
2094,Digital,2010,13000000,Drama,D
2095,16 mm,2010,13000000,Drama,F
2096,16 mm,2010,13000000,Thriller,D
2097,16 mm,2010,13000000,Drama,D
2098,35 mm,2010,52000000,Romance,F
2099,35 mm,2010,52000000,Comedy,F
2100,Redcode RAW,2010,20000000,Documentary,D
2101,Redcode RAW,2010,20000000,Comedy,D
2102,Redcode RAW,2010,20000000,Action,D
2103,Digital,2010,20000000,Documentary,D
2104,Digital,2010,20000000,Comedy,D
2105,Redcode RAW,2010,80000000,Thriller,D
2106,35 mm,2010,130000000,Thriller,F
2107,35 mm,2010,130000000,Mystery,F
2108,35 mm,2010,130000000,Crime,F
2109,35 mm,2010,130000000,Action,F
2110,Video,2010,155000000,Family,D
2111,Video,2010,155000000,Fantasy,D
2112,16 mm,2010,13000000,Thriller,F
2113,35 mm,2010,82000000,Adventure,F
2114,Redcode RAW,2010,80000000,Action,D
2115,Redcode RAW,2010,80000000,Adventure,D
2116,35 mm,2010,95000000,Romance,F
2117,35 mm,2010,95000000,Drama,F
2118,35 mm,2010,82000000,Action,F
2119,35 mm,2010,95000000,Comedy,F
2120,Redcode RAW,2010,40000000,Drama,F
2121,Redcode RAW,2010,40000000,Biography,F
2122,Redcode RAW,2010,40000000,Drama,D
2123,35 mm,2010,40000000,Drama,F
2124,35 mm,2010,40000000,Biography,F
2125,35 mm,2010,40000000,Drama,D
2126,35 mm,2010,40000000,Biography,D
2127,Redcode RAW,2010,40000000,Biography,D
2128,Video,2010,80000000,Adventure,D
2129,Video,2010,55000000,Romance,D
2130,Video,2010,55000000,Crime,D
2131,Video,2010,55000000,Comedy,D
2132,Video,2010,80000000,Family,D
2133,Video,2010,80000000,Comedy,D
2134,Video,2010,80000000,Animation,D
2135,Redcode RAW,2010,80000000,Drama,D
2136,35 mm,2010,82000000,Thriller,F
2137,Video,2010,55000000,Thriller,D
2138,35 mm,2010,65000000,Drama,F
2139,35 mm,2010,65000000,Comedy,F
2140,65 mm,2011,40000000,Thriller,F
2141,35 mm,2011,50200000,Romance,F
2142,35 mm,2011,50200000,Sci-Fi,F
2143,Redcode RAW,2011,40000000,Thriller,D
2144,35 mm,2011,38000000,Drama,F
2145,35 mm,2011,38000000,Romance,F
2146,Redcode RAW,2011,40000000,Crime,D
2147,Redcode RAW,2011,40000000,Drama,D
2148,65 mm,2011,40000000,Mystery,F
2149,35 mm,2011,50200000,Thriller,F
2150,65 mm,2011,40000000,Action,F
2151,Digital,2011,135000000,Animation,D
2152,35 mm,2011,40000000,Mystery,F
2153,35 mm,2011,40000000,Action,F
2154,16 mm,2011,40000000,Thriller,F
2155,16 mm,2011,40000000,Mystery,F
2156,16 mm,2011,40000000,Action,F
2157,Digital,2011,135000000,Musical,D
2158,Digital,2011,135000000,Family,D
2159,Digital,2011,135000000,Comedy,D
2160,Digital,2011,55000000,Fantasy,D
2161,Digital,2011,55000000,Family,D
2162,Digital,2011,55000000,Comedy,D
2163,35 mm,2011,30000000,Comedy,F
2164,35 mm,2011,25000000,Romance,F
2165,35 mm,2011,40000000,Thriller,F
2166,35 mm,2011,30000000,Fantasy,F
2167,35 mm,2011,25000000,Drama,F
2168,Video,2011,35000000,Comedy,D
2169,35 mm,2011,25000000,Comedy,F
2170,35 mm,2011,25000000,Comedy,F
2171,Redcode RAW,2011,57000000,Action,D
2172,Digital,2011,26000000,Romance,D
2173,Digital,2011,26000000,Comedy,D
2174,Redcode RAW,2011,32000000,Thriller,F
2175,Redcode RAW,2011,32000000,Sci-Fi,F
2176,Redcode RAW,2011,32000000,Romance,F
2177,Redcode RAW,2011,32000000,Mystery,F
2178,Redcode RAW,2011,32000000,Thriller,D
2179,Redcode RAW,2011,32000000,Sci-Fi,D
2180,Redcode RAW,2011,32000000,Romance,D
2181,35 mm,2011,30000000,Romance,F
2182,Redcode RAW,2011,32000000,Mystery,D
2183,35 mm,2011,32000000,Sci-Fi,F
2184,35 mm,2011,32000000,Romance,F
2185,35 mm,2011,32000000,Mystery,F
2186,35 mm,2011,32000000,Thriller,D
2187,35 mm,2011,32000000,Sci-Fi,D
2188,35 mm,2011,32000000,Romance,D
2189,35 mm,2011,32000000,Mystery,D
2190,35 mm,2011,50000000,Thriller,F
2191,35 mm,2011,50000000,Sci-Fi,F
2192,35 mm,2011,50000000,Adventure,F
2193,35 mm,2011,50000000,Action,F
2194,Video,2011,35000000,Romance,D
2195,35 mm,2011,32000000,Thriller,F
2196,Redcode RAW,2011,37000000,Family,D
2197,35 mm,2011,27000000,Thriller,D
2198,Video,2011,13000000,Music,D
2199,35 mm,2011,85000000,Comedy,F
2200,35 mm,2011,85000000,Action,F
2201,35 mm,2011,85000000,Crime,D
2202,35 mm,2011,85000000,Comedy,D
2203,35 mm,2011,85000000,Action,D
2204,Video,2011,27000000,Thriller,F
2205,Video,2011,27000000,Sci-Fi,F
2206,Video,2011,27000000,Mystery,F
2207,Video,2011,27000000,Thriller,D
2208,Video,2011,27000000,Sci-Fi,D
2209,Video,2011,27000000,Mystery,D
2210,Redcode RAW,2011,27000000,Thriller,F
2211,35 mm,2011,85000000,Crime,F
2212,Redcode RAW,2011,27000000,Sci-Fi,F
2213,Redcode RAW,2011,27000000,Thriller,D
2214,Redcode RAW,2011,27000000,Sci-Fi,D
2215,Redcode RAW,2011,27000000,Mystery,D
2216,35 mm,2011,27000000,Thriller,F
2217,35 mm,2011,27000000,Sci-Fi,F
2218,35 mm,2011,27000000,Mystery,F
2219,35 mm,2011,27000000,Sci-Fi,D
2220,35 mm,2011,27000000,Mystery,D
2221,35 mm,2011,70000000,War,F
2222,35 mm,2011,70000000,Drama,F
2223,Video,2011,80000000,Romance,D
2224,35 mm,2011,18000000,Comedy,F
2225,Redcode RAW,2011,27000000,Mystery,F
2226,Redcode RAW,2011,37000000,Drama,D
2227,S.two OB-1,2011,85000000,Action,D
2228,S.two OB-1,2011,85000000,Crime,D
2229,Video,2011,13000000,Documentary,D
2230,Digital,2011,13000000,Music,D
2231,Digital,2011,13000000,Documentary,D
2232,HDCAM-SR,2011,180000000,Romance,D
2233,HDCAM-SR,2011,180000000,Mystery,D
2234,HDCAM-SR,2011,180000000,Fantasy,D
2235,HDCAM-SR,2011,180000000,Family,D
2236,HDCAM-SR,2011,180000000,Drama,D
2237,HDCAM-SR,2011,180000000,Adventure,D
2238,SxS Pro,2011,79000000,Comedy,D
2239,35 mm,2011,50000000,Sport,F
2240,35 mm,2011,50000000,Drama,F
2241,S.two OB-1,2011,85000000,Comedy,D
2242,35 mm,2011,50000000,Biography,F
2243,35 mm,2011,50000000,Drama,F
2244,35 mm,2011,50000000,Comedy,F
2245,Redcode RAW,2011,60000000,Thriller,D
2246,Redcode RAW,2011,60000000,Drama,D
2247,Digital,2011,130000000,Mystery,D
2248,Digital,2011,130000000,Family,D
2249,Digital,2011,130000000,Animation,D
2250,Digital,2011,130000000,Adventure,D
2251,Digital,2011,130000000,Action,D
2252,S.two OB-1,2011,85000000,Crime,F
2253,S.two OB-1,2011,85000000,Comedy,F
2254,S.two OB-1,2011,85000000,Action,F
2255,35 mm,2011,50000000,Family,F
2256,35 mm,2011,18000000,Family,F
2257,35 mm,2011,10000000,Comedy,F
2258,35 mm,2011,24000000,Drama,F
2259,35 mm,2011,8000000,Drama,F
2260,35 mm,2011,8000000,Comedy,F
2261,SXS Pro,2011,15000000,Drama,D
2262,SXS Pro,2011,15000000,Crime,D
2263,Video,2011,20000000,Comedy,D
2264,Video,2011,20000000,Adventure,D
2265,35 mm,2011,30000000,Romance,F
2266,35 mm,2011,30000000,Drama,F
2267,35 mm,2011,30000000,Comedy,F
2268,35 mm,2011,75000000,Fantasy,F
2269,35 mm,2011,75000000,Action,F
2270,35 mm,2011,40000000,Thriller,F
2271,35 mm,2011,8000000,Romance,F
2272,35 mm,2011,40000000,Drama,F
2273,35 mm,2011,40000000,Action,F
2274,35 mm,2011,28000000,Crime,F
2275,35 mm,2011,28000000,Comedy,F
2276,35 mm,2011,28000000,Action,F
2277,35 mm,2011,52000000,Fantasy,F
2278,35 mm,2011,52000000,Comedy,F
2279,Video,2011,7000000,Drama,D
2280,Video,2011,7000000,Comedy,D
2281,Video,2011,16000000,Thriller,D
2282,Video,2011,16000000,Horror,D
2283,Video,2011,16000000,Drama,D
2284,35 mm,2011,35000000,Romance,F
2285,35 mm,2011,40000000,Crime,F
2286,35 mm,2011,35000000,Drama,F
2287,Redcode RAW,2011,2000000,Drama,D
2288,35 mm,2011,37000000,Horror,F
2289,Video,2011,80000000,Family,D
2290,Redcode RAW,2011,57000000,Fantasy,D
2291,Redcode RAW,2011,57000000,Thriller,D
2292,35 mm,2011,25000000,Action,F
2293,35 mm,2011,25000000,Adventure,F
2294,35 mm,2011,25000000,Drama,F
2295,35 mm,2011,25000000,Thriller,F
2296,35 mm,2011,10000000,Drama,F
2297,35 mm,2011,14000000,Biography,F
2298,35 mm,2011,14000000,Drama,F
2299,35 mm,2011,42500000,Thriller,F
2300,35 mm,2011,42500000,Crime,F
2301,35 mm,2011,37000000,Drama,F
2302,35 mm,2011,42500000,Action,F
2303,35 mm,2011,60000000,Sci-Fi,F
2304,35 mm,2011,60000000,Horror,F
2305,35 mm,2011,60000000,Fantasy,F
2306,35 mm,2011,60000000,Action,F
2307,35 mm,2011,25000000,Comedy,F
2308,Codex,2011,40000000,Mystery,D
2309,Codex,2011,40000000,Drama,D
2310,Codex,2011,40000000,Adventure,D
2311,35 mm,2011,40000000,Romance,F
2312,35 mm,2011,40000000,Comedy,F
2313,35 mm,2011,37000000,Thriller,F
2314,35 mm,2011,37000000,Mystery,F
2315,35 mm,2011,60000000,Thriller,F
2316,35 mm,2011,35000000,Crime,F
2317,35 mm,2011,35000000,Biography,F
2318,35 mm,2011,40000000,Sci-Fi,F
2319,35 mm,2011,30000000,Action,F
2320,35 mm,2011,30000000,Thriller,D
2321,35 mm,2011,30000000,Drama,D
2322,35 mm,2011,30000000,Action,D
2323,35 mm,2011,23000000,Thriller,F
2324,35 mm,2011,23000000,Drama,F
2325,SxS Pro,2011,40000000,Thriller,D
2326,SxS Pro,2011,40000000,Horror,D
2327,,2011,18000000,Sport,U
2328,,2011,18000000,Family,U
2329,,2011,18000000,Drama,U
2330,,2011,18000000,Biography,U
2331,35 mm,2011,30000000,Drama,F
2332,35 mm,2011,16000000,Romance,F
2333,35 mm,2011,16000000,Comedy,F
2334,35 mm,2011,68000000,Romance,F
2335,35 mm,2011,68000000,Comedy,F
2336,,2011,85000000,Fantasy,U
2337,,2011,85000000,Family,U
2338,,2011,85000000,Comedy,U
2339,,2011,85000000,Animation,U
2340,,2011,85000000,Adventure,U
2341,35 mm,2011,70000000,Drama,F
2342,35 mm,2011,70000000,Comedy,F
2343,35 mm,2011,24000000,Romance,F
2344,35 mm,2011,24000000,Music,F
2345,35 mm,2011,16000000,Drama,F
2346,35 mm,2011,30000000,Thriller,F
2347,Video,2011,30000000,Action,D
2348,Video,2011,30000000,Drama,D
2349,35 mm,2011,40000000,Comedy,F
2350,35 mm,2011,40000000,Adventure,F
2351,Codex,2011,35000000,Thriller,D
2352,Codex,2011,35000000,Sci-Fi,D
2353,Codex,2011,35000000,Action,D
2354,35 mm,2011,42000000,Thriller,F
2355,35 mm,2011,42000000,Romance,F
2356,35 mm,2011,42000000,Mystery,F
2357,35 mm,2011,42000000,Horror,F
2358,35 mm,2011,42000000,Fantasy,F
2359,35 mm,2011,32000000,Crime,F
2360,35 mm,2011,32000000,Comedy,F
2361,35 mm,2011,32000000,Action,F
2362,35 mm,2011,40000000,Mystery,F
2363,35 mm,2011,40000000,Horror,F
2364,Codex,2011,27000000,Sci-Fi,D
2365,Codex,2011,27000000,Family,D
2366,Codex,2011,27000000,Comedy,D
2367,Codex,2011,27000000,Adventure,D
2368,Codex,2011,27000000,Action,D
2369,35 mm,2011,35000000,Romance,F
2370,35 mm,2011,35000000,Drama,F
2371,35 mm,2011,35000000,Comedy,F
2372,Video,2011,30000000,Thriller,F
2373,Video,2011,30000000,Drama,F
2374,Video,2011,30000000,Action,F
2375,Video,2011,30000000,Thriller,D
2376,35 mm,2011,24000000,Comedy,F
2377,Video,2011,80000000,Comedy,D
2378,35 mm,2011,127500000,Adventure,F
2379,35 mm,2011,20000000,Comedy,F
2380,35 mm,2011,140000000,Sci-Fi,D
2381,35 mm,2011,140000000,Adventure,D
2382,35 mm,2011,140000000,Action,D
2383,35 mm,2011,93000000,Thriller,F
2384,35 mm,2011,93000000,Sci-Fi,F
2385,35 mm,2011,93000000,Drama,F
2386,35 mm,2011,93000000,Action,F
2387,35 mm,2011,150000000,Sci-Fi,F
2388,35 mm,2011,150000000,Fantasy,F
2389,35 mm,2011,150000000,Adventure,F
2390,35 mm,2011,150000000,Action,F
2391,Video,2011,125000000,Thriller,F
2392,35 mm,2011,140000000,Action,F
2393,Video,2011,125000000,Mystery,F
2394,Video,2011,125000000,Adventure,F
2395,Video,2011,125000000,Action,F
2396,Video,2011,125000000,Thriller,D
2397,Video,2011,125000000,Mystery,D
2398,Video,2011,125000000,Crime,D
2399,Video,2011,125000000,Adventure,D
2400,Video,2011,125000000,Action,D
2401,35 mm,2011,125000000,Thriller,F
2402,35 mm,2011,125000000,Mystery,F
2403,35 mm,2011,125000000,Crime,F
2404,35 mm,2011,125000000,Adventure,F
2405,35 mm,2011,125000000,Action,F
2406,Video,2011,125000000,Crime,F
2407,35 mm,2011,140000000,Adventure,F
2408,35 mm,2011,140000000,Sci-Fi,F
2409,SxS Pro,2011,140000000,Action,D
2410,35 mm,2011,160000000,Adventure,F
2411,35 mm,2011,160000000,Action,F
2412,Digital,2011,130000000,Fantasy,D
2413,Digital,2011,130000000,Family,D
2414,Digital,2011,130000000,Comedy,D
2415,Digital,2011,130000000,Animation,D
2416,Digital,2011,130000000,Adventure,D
2417,Digital,2011,130000000,Action,D
2418,Digital,2011,150000000,Family,D
2419,Digital,2011,150000000,Comedy,D
2420,Digital,2011,150000000,Animation,D
2421,Digital,2011,150000000,Adventure,D
2422,Digital,2011,150000000,Action,D
2423,35 mm,2011,32500000,Romance,F
2424,35 mm,2011,32500000,Comedy,F
2425,35 mm,2011,25000000,Drama,F
2426,Video,2011,140000000,Sci-Fi,F
2427,Video,2011,140000000,Adventure,F
2428,Video,2011,140000000,Action,F
2429,Video,2011,140000000,Sci-Fi,D
2430,Video,2011,140000000,Adventure,D
2431,Video,2011,140000000,Action,D
2432,SxS Pro,2011,140000000,Sci-Fi,F
2433,SxS Pro,2011,140000000,Adventure,F
2434,SxS Pro,2011,140000000,Action,F
2435,SxS Pro,2011,140000000,Sci-Fi,D
2436,SxS Pro,2011,140000000,Adventure,D
2437,35 mm,2011,125000000,Thriller,D
2438,35 mm,2011,160000000,Sci-Fi,F
2439,35 mm,2011,125000000,Mystery,D
2440,35 mm,2011,125000000,Action,D
2441,Uncompressed Digital,2011,195000000,Sci-Fi,D
2442,Uncompressed Digital,2011,195000000,Adventure,D
2443,Uncompressed Digital,2011,195000000,Action,D
2444,Redcode RAW,2011,195000000,Sci-Fi,F
2445,Redcode RAW,2011,195000000,Adventure,F
2446,Redcode RAW,2011,195000000,Action,F
2447,Redcode RAW,2011,195000000,Sci-Fi,D
2448,Redcode RAW,2011,195000000,Adventure,D
2449,Redcode RAW,2011,195000000,Action,D
2450,ARRIRAW,2011,195000000,Sci-Fi,F
2451,ARRIRAW,2011,195000000,Adventure,F
2452,ARRIRAW,2011,195000000,Action,F
2453,Uncompressed Digital,2011,195000000,Action,F
2454,ARRIRAW,2011,195000000,Sci-Fi,D
2455,ARRIRAW,2011,195000000,Action,D
2456,35 mm,2011,20000000,Drama,F
2457,35 mm,2011,195000000,Sci-Fi,F
2458,35 mm,2011,195000000,Adventure,F
2459,35 mm,2011,125000000,Adventure,F
2460,35 mm,2011,125000000,Drama,F
2461,35 mm,2011,125000000,Fantasy,F
2462,35 mm,2011,125000000,Mystery,F
2463,35 mm,2011,195000000,Action,D
2464,35 mm,2011,195000000,Adventure,D
2465,35 mm,2011,195000000,Action,F
2466,35 mm,2011,195000000,Sci-Fi,D
2467,ARRIRAW,2011,195000000,Adventure,D
2468,Uncompressed Digital,2011,195000000,Adventure,F
2469,Uncompressed Digital,2011,195000000,Sci-Fi,F
2470,35 mm,2011,127500000,Drama,F
2471,Digital,2011,200000000,Sport,D
2472,Digital,2011,200000000,Family,D
2473,Digital,2011,200000000,Comedy,D
2474,Digital,2011,200000000,Animation,D
2475,Digital,2011,200000000,Adventure,D
2476,65 mm,2011,145000000,Thriller,F
2477,65 mm,2011,145000000,Adventure,F
2478,65 mm,2011,145000000,Action,F
2479,35 mm,2011,145000000,Thriller,F
2480,35 mm,2011,145000000,Adventure,F
2481,35 mm,2011,145000000,Action,F
2482,35 mm,2011,125000000,Thriller,F
2483,35 mm,2011,125000000,Crime,F
2484,35 mm,2011,125000000,Action,F
2485,Redcode RAW,2011,378500000,Fantasy,D
2486,Redcode RAW,2011,378500000,Adventure,D
2487,Redcode RAW,2011,378500000,Action,D
2488,SxS Pro,2011,80000000,Mystery,F
2489,SxS Pro,2011,80000000,Comedy,F
2490,SxS Pro,2011,80000000,Mystery,D
2491,SxS Pro,2011,80000000,Comedy,D
2492,35 mm,2011,80000000,Mystery,F
2493,35 mm,2011,80000000,Comedy,F
2494,35 mm,2011,80000000,Mystery,D
2495,35 mm,2011,80000000,Comedy,D
2496,35 mm,2011,127500000,Romance,F
2497,35 mm,2011,127500000,Fantasy,F
2498,35 mm,2011,125000000,Adventure,D
2499,Digital,2011,90000000,Adventure,D
2500,35 mm,2011,125000000,Crime,D
2501,Digital,2011,90000000,Comedy,D
2502,Digital,2011,110000000,Sci-Fi,D
2503,Digital,2011,110000000,Crime,D
2504,Digital,2011,110000000,Action,D
2505,35 mm,2011,110000000,Thriller,F
2506,35 mm,2011,110000000,Sci-Fi,F
2507,35 mm,2011,110000000,Crime,F
2508,35 mm,2011,110000000,Comedy,F
2509,35 mm,2011,110000000,Action,F
2510,35 mm,2011,110000000,Thriller,D
2511,35 mm,2011,110000000,Sci-Fi,D
2512,35 mm,2011,110000000,Crime,D
2513,35 mm,2011,110000000,Comedy,D
2514,Digital,2011,110000000,Thriller,D
2515,35 mm,2011,110000000,Action,D
2516,Digital,2011,36000000,Family,D
2517,Digital,2011,36000000,Comedy,D
2518,Digital,2011,36000000,Animation,D
2519,35 mm,2011,163000000,Western,F
2520,35 mm,2011,163000000,Thriller,F
2521,35 mm,2011,163000000,Sci-Fi,F
2522,35 mm,2011,163000000,Action,F
2523,35 mm,2011,19000000,Comedy,F
2524,Redcode RAW,2011,90000000,Thriller,D
2525,Redcode RAW,2011,90000000,Mystery,D
2526,Redcode RAW,2011,90000000,Drama,D
2527,Redcode RAW,2011,90000000,Crime,D
2528,Digital,2011,36000000,Romance,D
2529,Digital,2011,110000000,Action,F
2530,Digital,2011,110000000,Comedy,F
2531,Digital,2011,110000000,Crime,F
2532,35 mm,2011,70000000,Sci-Fi,F
2533,35 mm,2011,70000000,Action,F
2534,Video,2011,70000000,Action,D
2535,Video,2011,70000000,Sci-Fi,D
2536,Video,2011,70000000,Action,F
2537,Video,2011,70000000,Sci-Fi,F
2538,HDCAM,2011,75000000,Action,D
2539,HDCAM,2011,75000000,Drama,D
2540,35 mm,2011,70000000,Sci-Fi,D
2541,Digital,2011,90000000,Animation,D
2542,HDCAM,2011,75000000,Fantasy,D
2543,HDCAM,2011,75000000,Romance,D
2544,35 mm,2011,70000000,Action,D
2545,35 mm,2011,50000000,Romance,F
2546,35 mm,2011,50000000,Drama,F
2547,35 mm,2011,50000000,Comedy,F
2548,Codex,2011,110000000,Sport,D
2549,Codex,2011,110000000,Sci-Fi,D
2550,Codex,2011,110000000,Family,D
2551,Codex,2011,110000000,Drama,D
2552,Codex,2011,110000000,Action,D
2553,Redcode RAW,2011,45000000,Musical,D
2554,Redcode RAW,2011,45000000,Family,D
2555,Redcode RAW,2011,45000000,Comedy,D
2556,Redcode RAW,2011,45000000,Adventure,D
2557,Digital,2011,110000000,Thriller,F
2558,Digital,2011,110000000,Sci-Fi,F
2559,Video,2011,80000000,Romance,F
2560,Video,2011,80000000,Comedy,F
2561,Digital,2011,110000000,Comedy,D
2562,Video,2011,80000000,Romance,D
2563,8 mm,2011,50000000,Thriller,D
2564,8 mm,2011,50000000,Sci-Fi,D
2565,8 mm,2011,50000000,Mystery,D
2566,35 mm,2011,50000000,Thriller,F
2567,35 mm,2011,50000000,Sci-Fi,F
2568,35 mm,2011,50000000,Mystery,F
2569,35 mm,2011,50000000,Thriller,D
2570,35 mm,2011,50000000,Sci-Fi,D
2571,35 mm,2011,50000000,Mystery,D
2572,16 mm,2011,50000000,Thriller,F
2573,16 mm,2011,50000000,Mystery,F
2574,16 mm,2011,50000000,Thriller,D
2575,16 mm,2011,50000000,Sci-Fi,D
2576,16 mm,2011,50000000,Mystery,D
2577,35 mm,2011,80000000,Music,F
2578,35 mm,2011,80000000,Fantasy,F
2579,35 mm,2011,80000000,Family,F
2580,35 mm,2011,80000000,Comedy,F
2581,35 mm,2011,80000000,Animation,F
2582,Digital,2011,90000000,Family,D
2583,Digital,2011,90000000,Musical,D
2584,35 mm,2011,80000000,Adventure,F
2585,Video,2011,110000000,Fantasy,D
2586,Video,2011,110000000,Family,D
2587,Video,2011,110000000,Comedy,D
2588,Video,2011,110000000,Animation,D
2589,Video,2011,110000000,Adventure,D
2590,8 mm,2011,50000000,Mystery,F
2591,8 mm,2011,50000000,Sci-Fi,F
2592,16 mm,2011,50000000,Sci-Fi,F
2593,Redcode RAW,2011,50000000,Mystery,D
2594,8 mm,2011,50000000,Thriller,F
2595,35 mm,2011,80000000,Comedy,D
2596,35 mm,2011,80000000,Romance,D
2597,35 mm,2011,80000000,Comedy,F
2598,35 mm,2011,80000000,Romance,F
2599,35 mm,2011,63000000,Adventure,F
2600,35 mm,2011,200000000,Sci-Fi,F
2601,Video,2011,80000000,Comedy,D
2602,35 mm,2011,63000000,Fantasy,F
2603,35 mm,2011,63000000,Family,F
2604,35 mm,2011,200000000,Adventure,F
2605,35 mm,2011,200000000,Action,F
2606,,2011,5000000,Horror,U
2607,Video,2011,35000000,Crime,D
2608,Digital,2011,135000000,Western,D
2609,Digital,2011,135000000,Family,D
2610,Digital,2011,135000000,Comedy,D
2611,Digital,2011,135000000,Animation,D
2612,Digital,2011,135000000,Adventure,D
2613,Redcode RAW,2011,50000000,Thriller,F
