,director,negative_format,year,budget,genres,film_type
478,"Coolidge, Martha",35 mm,2006,,Romance,F
479,"Minghella, Anthony",35 mm,2006,,Romance,F
480,"Shimizu, Takashi",35 mm,2006,20000000.0,Horror,F
481,"Shimizu, Takashi",35 mm,2006,,Fantasy,F
482,"Coppola, Sofia",35 mm,2006,,History,F
483,"Coppola, Sofia",35 mm,2006,,Romance,F
484,"McKay, Adam",35 mm,2006,73000000.0,Sport,F
485,"Coraci, Frank",Video,2006,82500000.0,Comedy,D
486,"Coraci, Frank",Video,2006,82500000.0,Drama,D
487,"Coraci, Frank",Video,2006,82500000.0,Fantasy,D
488,"Silberling, Brad",35 mm,2006,,Drama,F
489,"Coraci, Frank",Video,2006,82500000.0,Romance,D
490,"McKay, Adam",35 mm,2006,73000000.0,Action,F
491,"McGuigan, Paul",35 mm,2006,,Thriller,F
492,"McGuigan, Paul",35 mm,2006,,Mystery,F
493,"Corbijn, Anton",,2006,,Music,U
494,"Singer, Bryan",35 mm,2006,232000000.0,Action,D
495,"Singer, Bryan",35 mm,2006,232000000.0,Adventure,D
496,"McKay, Adam",35 mm,2006,73000000.0,Comedy,F
497,"Silberling, Brad",35 mm,2006,,Comedy,F
498,"Coppola, Sofia",35 mm,2006,,Drama,F
499,"Coppola, Sofia",35 mm,2006,,Biography,F
500,"Shore, Gary",,2006,,Horror,U
501,"Binder, Mike",35 mm,2006,,Drama,F
502,"Binder, Mike",35 mm,2006,,Comedy,F
503,"Shore, Gary",,2006,,Sci-Fi,U
504,"Shore, Gary",,2006,,Short,U
505,"Shyamalan, M. Night",35 mm,2006,75000000.0,Drama,F
506,"Shyamalan, M. Night",35 mm,2006,75000000.0,Fantasy,F
507,"Bill, Tony",HDCAM,2006,,War,D
508,"Bill, Tony",HDCAM,2006,,Romance,D
509,"Bill, Tony",HDCAM,2006,,History,D
510,"Bill, Tony",HDCAM,2006,,Drama,D
511,"Bill, Tony",HDCAM,2006,,Adventure,D
512,"Bill, Tony",HDCAM,2006,,Action,D
513,"Shyamalan, M. Night",35 mm,2006,75000000.0,Mystery,F
514,"Shyamalan, M. Night",35 mm,2006,75000000.0,Thriller,F
515,"Shimizu, Takashi",35 mm,2006,20000000.0,Thriller,F
516,"Bowers, David",Digital,2006,149000000.0,Family,D
517,"Moore, John",35 mm,2006,25000000.0,Horror,F
518,"Seltzer, Aaron",35 mm,2006,20000000.0,Comedy,F
519,"Nava, Gregory",Video,2006,,Mystery,U
520,"Nava, Gregory",Video,2006,,Drama,U
521,"Nava, Gregory",Video,2006,,Crime,U
522,"Murphy, Ryan",35 mm,2006,,Drama,F
523,"Murphy, Ryan",35 mm,2006,,Comedy,F
524,"Scorsese, Martin",35 mm,2006,90000000.0,Crime,F
525,"Nava, Gregory",Video,2006,,Thriller,U
526,"Scorsese, Martin",35 mm,2006,90000000.0,Drama,F
527,"Muccino, Gabriele",35 mm,2006,55000000.0,Drama,F
528,"Muccino, Gabriele",35 mm,2006,55000000.0,Biography,F
529,"Coen, Ethan",35 mm,2006,,Comedy,F
530,"Coen, Ethan",35 mm,2006,,Drama,F
531,"Coen, Ethan",35 mm,2006,,Romance,F
532,"Scott, Ridley",35 mm,2006,,Comedy,F
533,"Scorsese, Martin",35 mm,2006,90000000.0,Thriller,F
534,"Neveldine, Mark",Video,2006,,Action,D
535,"Neveldine, Mark",Video,2006,,Crime,D
536,"Neveldine, Mark",Video,2006,,Thriller,D
537,"Bowers, David",Digital,2006,149000000.0,Animation,D
538,"Bowers, David",Digital,2006,149000000.0,Adventure,D
539,"Nolan, Christopher",35 mm,2006,40000000.0,Mystery,F
540,"Sandel, Ari",Video,2006,,Comedy,U
541,"Sandel, Ari",Video,2006,,Documentary,U
542,"Sax, Geoffrey",35 mm,2006,,Action,F
543,"Sax, Geoffrey",35 mm,2006,,Adventure,F
544,"Sax, Geoffrey",35 mm,2006,,Family,F
545,"Sax, Geoffrey",35 mm,2006,,Thriller,F
546,"Nolan, Christopher",35 mm,2006,40000000.0,Drama,F
547,"Bousman, Darren Lynn",35 mm,2006,10000000.0,Horror,F
548,"Bousman, Darren Lynn",,2006,,Short,U
549,"Bousman, Darren Lynn",,2006,,Musical,U
550,"Newell, Mike",,2006,,Short,U
551,"Newell, Mike",,2006,,Comedy,U
552,"Scott, Ridley",35 mm,2006,,Drama,F
553,"Seltzer, Aaron",35 mm,2006,20000000.0,Romance,F
554,"Scott, Ridley",35 mm,2006,,Romance,F
555,"Coen, Joel",35 mm,2006,,Drama,F
556,"Morris, Judy",Digital,2006,85000000.0,Musical,D
557,"Morris, Judy",Digital,2006,85000000.0,Music,D
558,"Morris, Judy",Digital,2006,85000000.0,Family,D
559,"Morris, Judy",Digital,2006,85000000.0,Comedy,D
560,"Morris, Judy",Digital,2006,85000000.0,Animation,D
561,"Coffin, Pierre",,2006,,Adventure,U
562,"Morris, Judy",Digital,2006,85000000.0,Romance,D
563,"Coffin, Pierre",,2006,,Animation,U
564,"Coffin, Pierre",,2006,,Family,U
565,"Coffin, Pierre",,2006,,Short,U
566,"Moreau, David",Mini DV,2006,,Thriller,D
567,"Moreau, David",Mini DV,2006,,Horror,D
568,"Cohen, Andrew Jay",35 mm,2006,,Comedy,F
569,"Cohen, Andrew Jay",35 mm,2006,,Short,F
570,"Coffin, Pierre",,2006,,Comedy,U
571,"Scott, Tony",Video,2006,80000000.0,Thriller,F
572,"Scott, Tony",Video,2006,80000000.0,Sci-Fi,F
573,"Scott, Tony",Video,2006,80000000.0,Crime,F
574,"Coen, Joel",35 mm,2006,,Romance,F
575,"Scott, Tony",35 mm,2006,80000000.0,Action,D
576,"Scott, Tony",35 mm,2006,80000000.0,Crime,D
577,"Scott, Tony",35 mm,2006,80000000.0,Sci-Fi,D
578,"Scott, Tony",35 mm,2006,80000000.0,Thriller,D
579,"bo Odar, Baran",35 mm,2006,,Drama,F
580,"Scott, Tony",35 mm,2006,80000000.0,Action,F
581,"Scott, Tony",35 mm,2006,80000000.0,Crime,F
582,"Scott, Tony",35 mm,2006,80000000.0,Sci-Fi,F
583,"Scott, Tony",35 mm,2006,80000000.0,Thriller,F
584,"Scott, Tony",Video,2006,80000000.0,Action,D
585,"Scott, Tony",Video,2006,80000000.0,Crime,D
586,"Scott, Tony",Video,2006,80000000.0,Sci-Fi,D
587,"Scott, Tony",Video,2006,80000000.0,Thriller,D
588,"Scott, Tony",Video,2006,80000000.0,Action,F
589,"Coen, Joel",35 mm,2006,,Comedy,F
590,"Kasdan, Jake",Video,2006,,Comedy,U
591,"Stern, James D.",,2006,,Documentary,U
592,"Hiller, Arthur",,2006,,Sport,U
593,"Hewitt, Peter",35 mm,2006,,Adventure,F
594,"Hewitt, Peter",35 mm,2006,,Comedy,F
595,"Hewitt, Peter",35 mm,2006,,Family,F
596,"Hewitt, Peter",35 mm,2006,,Sci-Fi,F
597,"Gordon, Seth",35 mm,2006,,Short,F
598,"Gordon, Seth",35 mm,2006,,Comedy,F
599,"González Iñárritu, Alejandro",35 mm,2006,20000000.0,Drama,F
600,"González Iñárritu, Alejandro",16 mm,2006,20000000.0,Drama,F
601,"Yu, Ronny",35 mm,2006,,Action,F
602,"Yu, Ronny",35 mm,2006,,Biography,F
603,"Hewitt, Peter",35 mm,2006,,Action,F
604,"Yu, Ronny",35 mm,2006,,Drama,F
605,"Hill, Tim",35 mm,2006,60000000.0,Comedy,F
606,"Hill, Tim",35 mm,2006,60000000.0,Family,F
607,"Hill, Tim",35 mm,2006,60000000.0,Fantasy,F
608,"Yu, Ronny",35 mm,2006,,Sport,F
609,"Yuen, Corey",35 mm,2006,,Action,F
610,"Wang, Wayne",35 mm,2006,45000000.0,Comedy,F
611,"Gondry, Michel",,2006,,Short,U
612,"Gondry, Michel",35 mm,2006,,Romance,F
613,"Gondry, Michel",35 mm,2006,,Fantasy,F
614,"Hillcoat, John",,2006,,Music,U
615,"Hill, Tim",35 mm,2006,60000000.0,Animation,F
616,"Flanagan, Mike",,2006,,Short,U
617,"Hess, Jared",35 mm,2006,32000000.0,Sport,F
618,"Hess, Jared",35 mm,2006,32000000.0,Comedy,F
619,"Greengrass, Paul",16 mm,2006,18000000.0,History,F
620,"Greengrass, Paul",16 mm,2006,18000000.0,Drama,F
621,"Wayans, Keenen Ivory",35 mm,2006,,Crime,F
622,"Wayans, Keenen Ivory",35 mm,2006,,Comedy,F
623,"Friedberg, Jason",35 mm,2006,20000000.0,Comedy,F
624,"Agresti, Alejandro",35 mm,2006,40000000.0,Romance,F
625,"Agresti, Alejandro",35 mm,2006,40000000.0,Fantasy,F
626,"Henckel von Donnersmarck, Florian",35 mm,2006,,Drama,F
627,"Henckel von Donnersmarck, Florian",35 mm,2006,,Thriller,F
628,"Fletcher, Anne",35 mm,2006,12000000.0,Romance,F
629,"Hess, Jared",35 mm,2006,32000000.0,Family,F
630,"Fletcher, Anne",35 mm,2006,12000000.0,Music,F
631,"Friedberg, Jason",35 mm,2006,20000000.0,Romance,F
632,"Fletcher, Anne",35 mm,2006,12000000.0,Drama,F
633,"Fletcher, Anne",35 mm,2006,12000000.0,Crime,F
634,"Friedkin, William",35 mm,2006,,Drama,F
635,"Friedkin, William",35 mm,2006,,Horror,F
636,"Friedkin, William",35 mm,2006,,Thriller,F
637,"Friedlander, Liz",35 mm,2006,30000000.0,Drama,F
638,"Friedlander, Liz",35 mm,2006,30000000.0,Music,F
639,"Fuqua, Antoine",,2006,,Horror,U
640,"Fuqua, Antoine",,2006,,Short,U
641,"Agresti, Alejandro",35 mm,2006,40000000.0,Drama,F
642,"Gondry, Michel",35 mm,2006,,Drama,F
643,"Yuen, Corey",35 mm,2006,,Adventure,F
644,"Yuyama, Kunihiko",,2006,,Animation,U
645,"Gans, Christophe",35 mm,2006,50000000.0,Horror,F
646,"Gans, Christophe",35 mm,2006,50000000.0,Mystery,F
647,"Gans, Christophe",Video,2006,50000000.0,Adventure,D
648,"Gans, Christophe",Video,2006,50000000.0,Horror,D
649,"Gans, Christophe",Video,2006,50000000.0,Mystery,D
650,"Gans, Christophe",Video,2006,50000000.0,Adventure,F
651,"Gans, Christophe",Video,2006,50000000.0,Horror,F
652,"Gans, Christophe",Video,2006,50000000.0,Mystery,F
653,"Figgis, Mike",,2006,,Short,U
654,"Field, Todd",35 mm,2006,,Romance,F
655,"Gans, Christophe",35 mm,2006,50000000.0,Adventure,F
656,"Field, Todd",35 mm,2006,,Drama,F
657,"Field Smith, Jim",,2006,,Comedy,U
658,"Howard, Ron",35 mm,2006,125000000.0,Mystery,F
659,"Howard, Ron",35 mm,2006,125000000.0,Thriller,F
660,"Villeneuve, Denis",,2006,,Short,U
661,"Apted, Michael",35 mm,2006,,Biography,F
662,"Apted, Michael",35 mm,2006,,Drama,F
663,"Apted, Michael",35 mm,2006,,History,F
664,"Apted, Michael",35 mm,2006,,Romance,F
665,"Fickman, Andy",35 mm,2006,25000000.0,Sport,F
666,"Fickman, Andy",35 mm,2006,25000000.0,Romance,F
667,"Field Smith, Jim",,2006,,Short,U
668,"Gans, Christophe",35 mm,2006,50000000.0,Mystery,D
669,"Gans, Christophe",35 mm,2006,50000000.0,Horror,D
670,"Gans, Christophe",35 mm,2006,50000000.0,Adventure,D
671,"Yuyama, Kunihiko",,2006,,Comedy,U
672,"Gondry, Michel",35 mm,2006,,Comedy,F
673,"Goldwyn, Tony",35 mm,2006,,Romance,F
674,"Goldwyn, Tony",35 mm,2006,,Drama,F
675,"Flanagan, Mike",,2006,,Horror,U
676,"Hiller, Arthur",,2006,,Comedy,U
677,"Winkler, Irwin",35 mm,2006,,War,F
678,"Goldwyn, Tony",35 mm,2006,,Comedy,F
679,"Yuyama, Kunihiko",,2006,,Family,U
680,"Yuyama, Kunihiko",,2006,,Short,U
681,"Yuyama, Kunihiko",Digital,2006,,Action,D
682,"Yuyama, Kunihiko",Digital,2006,,Adventure,D
683,"Holland, Agnieszka",35 mm,2006,,Biography,F
684,"Holland, Agnieszka",35 mm,2006,,Drama,F
685,"Holland, Agnieszka",35 mm,2006,,Music,F
686,"Yuyama, Kunihiko",Digital,2006,,Animation,D
687,"Yuyama, Kunihiko",Digital,2006,,Family,D
688,"Yuyama, Kunihiko",Digital,2006,,Fantasy,D
689,"Yuyama, Kunihiko",Digital,2006,,Sci-Fi,D
690,"Gallo, George",35 mm,2006,,Drama,F
691,"Goldberg, Eric",,2006,,Short,U
692,"Goldberg, Eric",,2006,,Comedy,U
693,"Goldberg, Eric",,2006,,Animation,U
694,"Aja, Alexandre",35 mm,2006,17000000.0,Horror,F
695,"Forman, Milos",35 mm,2006,,Biography,F
696,"Greengrass, Paul",16 mm,2006,18000000.0,Thriller,F
697,"Greengrass, Paul",35 mm,2006,18000000.0,Drama,F
698,"Greutert, Kevin",,2006,,Short,U
699,"Hall, Howard",65 mm,2006,0.0,Short,F
700,"Altman, Robert",Video,2006,,Comedy,D
701,"Altman, Robert",Video,2006,,Drama,D
702,"Altman, Robert",Video,2006,,Music,D
703,"Altman, Robert",Video,2006,,Musical,D
704,"Hallström, Lasse",35 mm,2006,,Comedy,F
705,"Hallström, Lasse",35 mm,2006,,Drama,F
706,"Greutert, Kevin",,2006,,Horror,U
707,"Frears, Stephen",Video,2006,15000000.0,Drama,U
708,"Gunn, James",35 mm,2006,,Comedy,F
709,"Frears, Stephen",Video,2006,15000000.0,Biography,U
710,"Frears, Stephen",35 mm,2006,15000000.0,Biography,U
711,"Frears, Stephen",16 mm,2006,15000000.0,Drama,U
712,"Frears, Stephen",16 mm,2006,15000000.0,Biography,U
713,"Hamri, Sanaa",35 mm,2006,,Comedy,F
714,"Hamri, Sanaa",35 mm,2006,,Drama,F
715,"Hamri, Sanaa",35 mm,2006,,Romance,F
716,"Frankel, David",35 mm,2006,35000000.0,Drama,F
717,"Frankel, David",35 mm,2006,35000000.0,Comedy,F
718,"Williams, Steve 'Spaz'",Digital,2006,80000000.0,Family,D
719,"Williams, Steve 'Spaz'",Digital,2006,80000000.0,Comedy,D
720,"Frears, Stephen",35 mm,2006,15000000.0,Drama,U
721,"Hall, Howard",65 mm,2006,0.0,Documentary,F
722,"Winick, Gary",35 mm,2006,82500000.0,Comedy,F
723,"Gunn, James",35 mm,2006,,Horror,F
724,"Winkler, Irwin",35 mm,2006,,Drama,F
725,"Winkler, Irwin",35 mm,2006,,Action,F
726,"Winkler, Irwin",35 mm,2006,,War,D
727,"Winkler, Irwin",35 mm,2006,,Drama,D
728,"Winkler, Irwin",35 mm,2006,,Action,D
729,"Gunn, James",35 mm,2006,,Sci-Fi,F
730,"Winkler, Irwin",Uncompressed Digital,2006,,Drama,D
731,"Winkler, Irwin",Uncompressed Digital,2006,,War,D
732,"Winkler, Irwin",Uncompressed Digital,2006,,Action,F
733,"Winkler, Irwin",Uncompressed Digital,2006,,Drama,F
734,"Winick, Gary",35 mm,2006,82500000.0,Fantasy,F
735,"Allers, Roger",Digital,2006,,Animation,D
736,"Allers, Roger",Digital,2006,,Drama,D
737,"Allers, Roger",Digital,2006,,Family,D
738,"Allers, Roger",Digital,2006,,Fantasy,D
739,"Allers, Roger",Digital,2006,,Short,D
740,"Allers, Roger",Digital,2006,85000000.0,Adventure,D
741,"Allers, Roger",Digital,2006,85000000.0,Animation,D
742,"Allers, Roger",Digital,2006,85000000.0,Comedy,D
743,"Allers, Roger",Digital,2006,85000000.0,Family,D
744,"Winkler, Irwin",Uncompressed Digital,2006,,War,F
745,"Winick, Gary",35 mm,2006,82500000.0,Family,F
746,"Wirkola, Tommy",,2006,,Short,U
747,"Williams, Steve 'Spaz'",Digital,2006,80000000.0,Animation,D
748,"Fickman, Andy",35 mm,2006,25000000.0,Comedy,F
749,"Williams, Steve 'Spaz'",Digital,2006,80000000.0,Adventure,D
750,"Allen, Woody",35 mm,2006,,Mystery,F
751,"Harlin, Renny",35 mm,2006,,Fantasy,F
752,"Harlin, Renny",35 mm,2006,,Horror,F
753,"Harlin, Renny",35 mm,2006,,Thriller,F
754,"Harper, Tom",,2006,,Drama,U
755,"Harper, Tom",,2006,,Short,U
756,"Wong, James",35 mm,2006,25000000.0,Horror,F
757,"Wong, James",35 mm,2006,25000000.0,Thriller,F
758,"Hazanavicius, Michel",35 mm,2006,,Action,F
759,"Hazanavicius, Michel",35 mm,2006,,Adventure,F
760,"Hazanavicius, Michel",35 mm,2006,,Comedy,F
761,"Foy, Ciarán",,2006,,Fantasy,U
762,"Hazanavicius, Michel",35 mm,2006,,Crime,F
763,"Weiland, Paul",35 mm,2006,,Drama,F
764,"Weiland, Paul",35 mm,2006,,Comedy,F
765,"Weiland, Paul",35 mm,2006,,Biography,F
766,"Forster, Marc",35 mm,2006,30000000.0,Fantasy,F
767,"Forster, Marc",35 mm,2006,30000000.0,Drama,F
768,"Forster, Marc",35 mm,2006,30000000.0,Comedy,F
769,"Forman, Milos",35 mm,2006,,History,F
770,"Forman, Milos",35 mm,2006,,Drama,F
771,"Greengrass, Paul",35 mm,2006,18000000.0,Thriller,F
772,"Greengrass, Paul",35 mm,2006,18000000.0,History,F
773,"Forster, Marc",35 mm,2006,30000000.0,Romance,F
774,"Foy, Ciarán",,2006,,Horror,U
775,"Foy, Ciarán",,2006,,Short,U
776,"Weitz, Paul",35 mm,2006,,Comedy,F
777,"Allen, Woody",35 mm,2006,,Crime,F
778,"Allen, Woody",35 mm,2006,,Comedy,F
779,"Wiseman, Len",35 mm,2006,45000000.0,Action,F
780,"Wiseman, Len",35 mm,2006,45000000.0,Adventure,F
781,"Wiseman, Len",35 mm,2006,45000000.0,Fantasy,F
782,"Wiseman, Len",35 mm,2006,45000000.0,Sci-Fi,F
783,"Hardwick, Gary",,2006,,Animation,U
784,"Hardwick, Gary",,2006,,Comedy,U
785,"Hardwick, Gary",,2006,,Short,U
786,"Wiseman, Len",35 mm,2006,45000000.0,Thriller,F
787,"Whitmore II, Preston A.",Video,2006,,Sport,D
788,"Whitmore II, Preston A.",Video,2006,,Action,D
789,"Whitesell, John",35 mm,2006,51000000.0,Family,F
790,"Whitesell, John",35 mm,2006,51000000.0,Comedy,F
791,"Whitesell, John",35 mm,2006,40000000.0,Crime,F
792,"Whitesell, John",35 mm,2006,40000000.0,Comedy,F
793,"Hardwicke, Catherine",35 mm,2006,35000000.0,Drama,F
794,"Hardwicke, Catherine",35 mm,2006,35000000.0,Family,F
795,"West, Simon",35 mm,2006,15000000.0,Thriller,F
796,"Hardwicke, Catherine",35 mm,2006,35000000.0,History,F
797,"Harlin, Renny",35 mm,2006,,Action,F
798,"West, Simon",35 mm,2006,15000000.0,Horror,F
799,"Weitz, Paul",35 mm,2006,,Music,F
800,"Williams, Matt",,2006,,Drama,U
801,"Gibson, Mel",Video,2006,40000000.0,Thriller,F
802,"Winkler, Irwin",Uncompressed Digital,2006,,Action,D
803,"Gibson, Mel",Video,2006,40000000.0,Adventure,F
804,"Zwick, Edward",35 mm,2006,100000000.0,Thriller,F
805,"Johnson, Clark",35 mm,2006,60000000.0,Crime,F
806,"Abrams, J.J.",Video,2006,150000000.0,Action,F
807,"Abrams, J.J.",Video,2006,150000000.0,Adventure,F
808,"Johnson, Clark",35 mm,2006,60000000.0,Action,F
809,"Gibson, Mel",16 mm,2006,40000000.0,Drama,F
810,"Gibson, Mel",35 mm,2006,40000000.0,Action,D
811,"Gibson, Mel",16 mm,2006,40000000.0,Adventure,F
812,"Estevez, Emilio",35 mm,2006,,Biography,F
813,"Gibson, Mel",16 mm,2006,40000000.0,Thriller,D
814,"Zucker, David",Video,2006,40000000.0,Comedy,D
815,"Van Sant, Gus",35 mm,2006,,Romance,F
816,"Van Sant, Gus",35 mm,2006,,Drama,F
817,"Estevez, Emilio",35 mm,2006,,Drama,F
818,"Gibson, Mel",16 mm,2006,40000000.0,Action,F
819,"Gibson, Mel",35 mm,2006,40000000.0,Adventure,D
820,"Gibson, Mel",35 mm,2006,40000000.0,Drama,D
821,"Johnson, Clark",35 mm,2006,60000000.0,Thriller,F
822,"Abrams, J.J.",35 mm,2006,150000000.0,Thriller,F
823,"Abrams, J.J.",Video,2006,150000000.0,Action,D
824,"Tornatore, Giuseppe",35 mm,2006,,Thriller,F
825,"Abrams, J.J.",Video,2006,150000000.0,Adventure,D
826,"Gibson, Mel",35 mm,2006,40000000.0,Thriller,F
827,"Gibson, Mel",35 mm,2006,40000000.0,Drama,F
828,"Gibson, Mel",35 mm,2006,40000000.0,Adventure,F
829,"Gibson, Mel",35 mm,2006,40000000.0,Action,F
830,"Zhang, Yimou",35 mm,2006,,Action,F
831,"Aronofsky, Darren",35 mm,2006,,Drama,F
832,"Aronofsky, Darren",35 mm,2006,,Sci-Fi,F
833,"Zhang, Yimou",35 mm,2006,,Drama,F
834,"Zhang, Yimou",35 mm,2006,,Romance,F
835,"Gibson, Mel",35 mm,2006,40000000.0,Thriller,D
836,"Abrams, J.J.",Video,2006,150000000.0,Thriller,D
837,"Tremaine, Jeff",35 mm,2006,11000000.0,Action,D
838,"Tremaine, Jeff",35 mm,2006,11000000.0,Comedy,D
839,"Tremaine, Jeff",35 mm,2006,11000000.0,Documentary,D
840,"Tremaine, Jeff",Video,2006,11000000.0,Action,D
841,"Fangmeier, Stefen",35 mm,2006,100000000.0,Action,F
842,"Gibson, Mel",16 mm,2006,40000000.0,Drama,D
843,"Gibson, Mel",16 mm,2006,40000000.0,Adventure,D
844,"Gibson, Mel",16 mm,2006,40000000.0,Action,D
845,"Tykwer, Tom",35 mm,2006,,Comedy,F
846,"Abrams, J.J.",Video,2006,150000000.0,Thriller,F
847,"Zwick, Edward",35 mm,2006,100000000.0,Adventure,F
848,"Zwick, Edward",35 mm,2006,100000000.0,Drama,F
849,"Joanou, Phil",35 mm,2006,30000000.0,Crime,F
850,"Tykwer, Tom",35 mm,2006,,Drama,F
851,"Tykwer, Tom",35 mm,2006,,Romance,F
852,"Tykwer, Tom",35 mm,2006,,Crime,F
853,"Tykwer, Tom",35 mm,2006,,Fantasy,F
854,"Gelb, David",,2006,,Adventure,U
855,"Tykwer, Tom",35 mm,2006,,Drama,F
856,"Gartner, James",35 mm,2006,30000000.0,Sport,F
857,"Tornatore, Giuseppe",35 mm,2006,,Mystery,F
858,"Joanou, Phil",35 mm,2006,30000000.0,Drama,F
859,"Gibson, Mel",Video,2006,40000000.0,Drama,F
860,"Tremaine, Jeff",Video,2006,11000000.0,Comedy,D
861,"Van Sant, Gus",35 mm,2006,,Comedy,F
862,"Zucker, David",Video,2006,40000000.0,Horror,D
863,"Gartner, James",35 mm,2006,30000000.0,Biography,F
864,"Gartner, James",35 mm,2006,30000000.0,Drama,F
865,"Zwart, Harald",,2006,,Comedy,U
866,"Tremaine, Jeff",Video,2006,11000000.0,Documentary,D
867,"Faris, Valerie",35 mm,2006,8000000.0,Drama,F
868,"Faris, Valerie",35 mm,2006,8000000.0,Comedy,F
869,"Fangmeier, Stefen",35 mm,2006,100000000.0,Fantasy,F
870,"Fangmeier, Stefen",35 mm,2006,100000000.0,Family,F
871,"Fangmeier, Stefen",35 mm,2006,100000000.0,Adventure,F
872,"Zwart, Harald",,2006,,Drama,U
873,"Zwart, Harald",,2006,,Sport,U
874,"Estevez, Emilio",35 mm,2006,,History,F
875,"Joanou, Phil",35 mm,2006,30000000.0,Sport,F
876,"Tornatore, Giuseppe",35 mm,2006,,Drama,F
877,"Gibson, Mel",16 mm,2006,40000000.0,Thriller,F
878,"Johnson, Tim",Digital,2006,80000000.0,Adventure,D
879,"Ichaso, Leon",35 mm,2006,,Biography,F
880,"Ichaso, Leon",35 mm,2006,,Drama,F
881,"Ichaso, Leon",35 mm,2006,,Music,F
882,"Iscove, Robert",Video,2006,,Musical,U
883,"Israelite, Dean",Super 16,2006,,Drama,F
884,"Vaughan, Tom",35 mm,2006,,Sport,F
885,"Fell, Sam",Digital,2006,149000000.0,Adventure,D
886,"Vaughan, Tom",35 mm,2006,,Romance,F
887,"Tiernan, Greg",Digital,2006,,Family,D
888,"Title, Stacy",35 mm,2006,,Comedy,F
889,"Title, Stacy",35 mm,2006,,Horror,F
890,"Abrams, J.J.",35 mm,2006,150000000.0,Action,D
891,"Tiernan, Greg",Digital,2006,,Comedy,D
892,"Tiernan, Greg",Digital,2006,,Animation,D
893,"Vaughan, Tom",35 mm,2006,,Drama,F
894,"Fell, Sam",Digital,2006,149000000.0,Animation,D
895,"Fell, Sam",Digital,2006,149000000.0,Comedy,D
896,"Fell, Sam",Digital,2006,149000000.0,Family,D
897,"Gibson, Mel",Video,2006,40000000.0,Action,F
898,"Hytner, Nicholas",16 mm,2006,,Comedy,F
899,"Kaplan, Yvette",Digital,2006,,Comedy,D
900,"Kaplan, Yvette",Digital,2006,,Animation,D
901,"Hytner, Nicholas",16 mm,2006,,Drama,F
902,"Verbinski, Gore",35 mm,2006,225000000.0,Fantasy,F
903,"Kaplan, Yvette",Digital,2006,,Adventure,D
904,"Kaplan, Yvette",Digital,2006,,Family,D
905,"Gelb, David",,2006,,Short,U
906,"Tiernan, Greg",Digital,2006,,Fantasy,D
907,"Verhoeven, Paul",35 mm,2006,,Thriller,F
908,"Verbinski, Gore",35 mm,2006,225000000.0,Adventure,F
909,"Verbinski, Gore",35 mm,2006,225000000.0,Action,F
910,"Verhoeven, Paul",35 mm,2006,,War,F
911,"Hytner, Nicholas",16 mm,2006,,Romance,F
912,"Ellis, David R.",35 mm,2006,33000000.0,Adventure,F
913,"Vaughan, Tom",35 mm,2006,,Comedy,F
914,"Ellis, David R.",35 mm,2006,33000000.0,Action,F
915,"Verhoeven, Paul",35 mm,2006,,Drama,F
916,"Gibson, Mel",Video,2006,40000000.0,Drama,D
917,"Gibson, Mel",Video,2006,40000000.0,Adventure,D
918,"Gibson, Mel",Video,2006,40000000.0,Action,D
919,"Zaillian, Steven",35 mm,2006,,Drama,F
920,"Abrams, J.J.",35 mm,2006,150000000.0,Adventure,D
921,"Judge, Mike",35 mm,2006,,Adventure,F
922,"Zaillian, Steven",35 mm,2006,,Thriller,F
923,"Abrams, J.J.",35 mm,2006,150000000.0,Thriller,D
924,"Abrams, J.J.",35 mm,2006,150000000.0,Action,F
925,"Abrams, J.J.",35 mm,2006,150000000.0,Adventure,F
926,"Armstrong, Gillian",,2006,,Documentary,U
927,"Kaplan, Yvette",Digital,2006,,Fantasy,D
928,"Gibson, Mel",Video,2006,40000000.0,Thriller,D
929,"Feig, Paul",35 mm,2006,,Comedy,F
930,"Tiernan, Greg",Digital,2006,,Adventure,D
931,"Feig, Paul",35 mm,2006,,Adventure,F
932,"Judge, Mike",35 mm,2006,,Sci-Fi,F
933,"Ellis, David R.",35 mm,2006,33000000.0,Thriller,F
934,"Feig, Paul",35 mm,2006,,Family,F
935,"Ellis, David R.",35 mm,2006,33000000.0,Drama,F
936,"Johnson, Tim",Digital,2006,80000000.0,Family,D
937,"Feig, Paul",35 mm,2006,,Romance,F
938,"Ellis, David R.",35 mm,2006,33000000.0,Crime,F
939,"Judge, Mike",35 mm,2006,,Comedy,F
940,"Israelite, Dean",Super 16,2006,,Short,F
941,"Johnson, Tim",Digital,2006,80000000.0,Animation,D
942,"Johnson, Tim",Digital,2006,80000000.0,Comedy,D
943,"Cameron, Cody",,2007,,Comedy,U
944,"Mulcahy, Russell",35 mm,2007,45000000.0,Thriller,F
945,"Rajamouli, S.S.",,2007,,Action,F
946,"Munroe, Kevin",Digital,2007,35000000.0,Action,D
947,"Cameron, Cody",,2007,,Animation,U
948,"Fresnadillo, Juan Carlos",Video,2007,15000000.0,Sci-Fi,D
949,"Fresnadillo, Juan Carlos",Video,2007,15000000.0,Drama,F
950,"Coen, Joel",,2007,,Short,U
951,"Cameron, Cody",,2007,,Family,U
952,"Munroe, Kevin",Digital,2007,35000000.0,Sci-Fi,D
953,"Cameron, Cody",,2007,,Sci-Fi,U
