,production_year,id,title,budget,film_type,animated
559,2011,3516627,Diary of a Wimpy Kid: Rodrick Rules,18000000,F,no
560,2011,3625118,Footloose,24000000,F,no
561,2011,4355619,The Dilemma,70000000,F,no
563,2011,3684734,Hall Pass,68000000,F,no
564,2011,4328510,The Artist,16000000,F,no
566,2011,3613930,Final Destination 5,40000000,D,no
567,2011,4382178,The Ides of March,23000000,F,no
568,2011,3687392,Hanna,30000000,D|F,no
569,2011,4255877,Something Borrowed,35000000,F,no
570,2011,4269055,Spy Kids: All the Time in the World in 4D,27000000,D,no
571,2011,4204639,Scream 4,40000000,F,no
572,2011,3361274,"Big Mommas: Like Father, Like Son",32000000,F,no
573,2011,4153591,Red Riding Hood,42000000,F,no
574,2011,3758824,In Time,35000000,D,no
575,2011,4088240,Paul,40000000,F,no
576,2011,3777846,J. Edgar,35000000,F,no
577,2011,4429362,The Roommate,16000000,D,no
578,2011,3798724,Jumping the Broom,7000000,D,no
579,2011,4343701,The Change-Up,52000000,F,no
580,2011,3223992,30 Minutes or Less,28000000,F,no
581,2011,3449108,Colombiana,40000000,F,no
582,2011,4286853,Sucker Punch,75000000,F,no
583,2011,3865929,Larry Crowne,30000000,F,no
584,2011,3254112,A Very Harold & Kumar 3D Christmas,20000000,D,no
585,2011,3546764,Drive,15000000,D,no
586,2011,3226923,50/50,8000000,F,no
587,2011,3462480,Courageous,2000000,D,no
588,2011,4428044,The Rite,37000000,F,no
589,2011,3312589,Arthur,40000000,F,no
590,2011,3596453,Extremely Loud & Incredibly Close,40000000,D,no
591,2010,4353551,The Debt,20000000,F,no
592,2011,4436431,The Sitter,25000000,F,no
593,2011,4123199,Priest,60000000,F,no
594,2011,4403407,The Mechanic,42500000,F,no
595,2012,4329450,The Avengers,225000000,D|F,no
596,2012,4351895,The Dark Knight Rises,275000000,F,no
597,2012,4381484,The Hunger Games,80000000,F,no
598,2012,4243991,Skyfall,200000000,D,no
599,2012,4379412,The Hobbit: An Unexpected Journey,250000000,D,no
600,2012,4449809,The Twilight Saga: Breaking Dawn - Part 2,136200000,F,no
601,2012,4326156,The Amazing Spider-Man,220000000,D,no
602,2012,3387921,Brave,185000000,D,yes
603,2012,4312845,Ted,50000000,D,no
604,2012,3927455,Madagascar 3: Europe's Most Wanted,145000000,D,yes
605,2012,4396531,The Lorax,67500000,D,yes
606,2012,4585636,Wreck-It Ralph,165000000,D,yes
607,2012,3899538,Lincoln,65000000,F,no
608,2012,3957961,Men in Black 3,215000000,D|F,no
609,2012,3530910,Django Unchained,100000000,F,no
610,2012,3742726,Ice Age: Continental Drift,95000000,D,yes
611,2012,4250441,Snow White and the Huntsman,170000000,D|F,no
612,2012,3887581,Les Misérables,65000000,F,no
613,2012,3724247,Hotel Transylvania,85000000,D,yes
614,2012,4305281,Taken 2,45000000,F,no
615,2012,3221718,21 Jump Street,42000000,D|F,no
616,2012,3309537,Argo,44500000,D|F,no
617,2012,4236998,Silver Linings Playbook,21000000,F,no
618,2012,4128652,Prometheus,125000000,D,no
619,2012,4188256,Safe House,85000000,F,no
620,2012,4453921,The Vow,30000000,F,no
621,2012,3896110,Life of Pi,120000000,D,no
622,2012,3930017,Magic Mike,7000000,D,no
623,2012,4337921,The Bourne Legacy,125000000,D|F,no
624,2012,3795626,Journey 2: The Mysterious Island,79000000,D,no
626,2012,4603692,Zero Dark Thirty,52500000,D,no
627,2012,3620894,Flight,31000000,D,no
628,2012,4464488,Think Like a Man,12000000,D,no
629,2012,4341787,The Campaign,95000000,D,no
630,2012,4361787,The Expendables 2,100000000,F,no
631,2012,4585588,Wrath of the Titans,150000000,D|F,no
632,2012,3778794,Jack Reacher,60000000,F,no
633,2012,3483506,Dark Shadows,150000000,F,no
634,2012,4082550,Parental Guidance,25000000,D|F,no
635,2012,3792434,John Carter,275000000,F,no
636,2012,3262414,Act of Valor,12000000,D|F,no
637,2012,4465396,This Is 40,35000000,D,no
638,2012,3457357,Contraband,25000000,F,no
639,2012,3909665,Looper,30000000,F,no
640,2012,3928379,Madea's Witness Protection,20000000,D,no
641,2012,3342907,Battleship,209000000,F,no
642,2012,4104357,Pitch Perfect,17000000,D,no
643,2012,3971164,Mirror Mirror,85000000,D,no
644,2012,3436391,Chronicle,12000000,D,no
645,2012,3720911,Hope Springs,30000000,D,no
646,2012,4517981,Underworld Awakening,70000000,D,no
647,2012,4397935,The Lucky One,25000000,F,no
648,2012,4355534,The Dictator,65000000,D,no
649,2012,4485505,Total Recall,125000000,D|F,no
650,2012,3288621,American Reunion,50000000,F,no
651,2012,4082025,ParaNorman,60000000,D,yes
652,2012,4466258,This Means War,65000000,F,no
653,2012,4128218,Project X,12000000,D,no
654,2012,4458828,The Woman in Black,15000000,F,no
656,2012,4354804,The Devil Inside,1000000,D,no
657,2012,4411805,The Odd Life of Timothy Green,40000000,F,no
658,2011,3656062,Ghost Rider: Spirit of Vengeance,57000000,D,no
659,2011,4375435,The Grey,25000000,F,no
660,2012,4153921,Red Tails,58000000,D,no
661,2012,4419841,The Possession,14000000,F,no
662,2012,3516626,Diary of a Wimpy Kid: Dog Days,22000000,F,no
663,2012,4239409,Sinister,3000000,D|F,no
664,2012,4198625,Savages,45000000,F,no
665,2011,4333050,The Best Exotic Marigold Hotel,10000000,F,no
666,2012,3982507,Moonrise Kingdom,16000000,F,no
667,2012,3703865,Here Comes the Boom,42000000,D,no
668,2012,4152880,Red Dawn,65000000,F,no
669,2012,4446194,The Three Stooges,30000000,F,no
670,2012,4160710,Resident Evil: Retribution,65000000,D,no
671,2012,4341222,The Cabin in the Woods,30000000,F,no
672,2012,4565292,What to Expect When You're Expecting,37500000,D,no
673,2012,3579369,End of Watch,15000000,D,no
674,2012,4173116,Rock of Ages,70000000,D,no
675,2012,3259848,Abraham Lincoln: Vampire Hunter,67500000,D|F,no
676,2012,3870687,Lawless,26000000,D,no
677,2012,4375978,The Guilt Trip,40000000,F,no
678,2012,4321397,That's My Boy,57500000,D,no
679,2012,4496654,Trouble with the Curve,60000000,F,no
680,2012,3632203,Frankenweenie,39000000,D,yes
681,2012,4276037,Step Up Revolution,33000000,D,no
682,2012,3667723,Good Deeds,14000000,D,no
683,2012,4455189,The Watch,55000000,D,no
685,2012,3724652,House at the End of the Street,6900000,F,no
686,2012,4418466,The Pirates! In an Adventure with Scientists!,55000000,D,yes
687,2012,3796315,Joyful Noise,27500000,F,no
688,2011,4384605,The Iron Lady,14000000,F,no
690,2012,4366130,The Five-Year Engagement,30000000,D,no
691,2012,3444575,Cloud Atlas,102000000,D|F,no
692,2012,4057763,One for the Money,42000000,F,no
693,2012,3275960,Alex Cross,35000000,D|F,no
694,2012,3811589,Katy Perry: Part of Me,12000000,D,no
695,2013,4381496,The Hunger Games: Catching Fire,130000000,F,no
696,2013,3771283,Iron Man Three,200000000,D,no
697,2013,3638506,Frozen,150000000,D,yes
698,2013,3511620,Despicable Me 2,76000000,D,yes
699,2013,3936906,Man of Steel,225000000,F,no
700,2013,3672942,Gravity,110000000,D|F,no
701,2013,3981380,Monsters University,200000000,D,yes
702,2013,4379424,The Hobbit: The Desolation of Smaug,250000000,D,no
703,2013,3642028,Furious 6,160000000,F,no
704,2013,4073471,Oz the Great and Powerful,200000000,D,no
705,2013,4272595,Star Trek Into Darkness,190000000,D|F,no
706,2013,4467123,Thor: The Dark World,150000000,D,no
707,2013,4584669,World War Z,190000000,D|F,no
708,2013,4350045,The Croods,135000000,D,yes
709,2013,4378063,The Heat,43000000,F,no
710,2013,4559150,We're the Millers,37000000,D,no
711,2013,3288245,American Hustle,40000000,F,no
712,2013,4374323,The Great Gatsby,190000000,D,no
713,2013,4347859,The Conjuring,20000000,D,no
714,2013,3744306,Identity Thief,35000000,D,no
715,2013,3676396,Grown Ups 2,80000000,D,no
716,2013,4458718,The Wolverine,115000000,D,no
717,2013,3295982,Anchorman 2: The Legend Continues,50000000,D,no
718,2013,3907573,Lone Survivor,40000000,D,no
719,2013,3643885,G.I. Joe: Retaliation,140000000,F,no
720,2013,3444708,Cloudy with a Chance of Meatballs 2,78000000,D,yes
721,2013,4037101,Now You See Me,75000000,F,no
722,2013,4458675,The Wolf of Wall Street,100000000,D|F,no
723,2013,4340964,The Butler,30000000,F,no
724,2013,4376780,The Hangover Part III,103000000,D|F,no
725,2013,3582698,Epic,100000000,D,yes
726,2013,3412363,Captain Phillips,55000000,D|F,no
728,2013,4074582,Pacific Rim,190000000,D,no
729,2013,4465968,This Is the End,32000000,D,no
730,2013,4053038,Olympus Has Fallen,70000000,F,no
731,2013,3225670,42,40000000,D,no
732,2013,3574924,Elysium,120000000,D,no
733,2013,4105507,Planes,50000000,D,yes
734,2013,4395716,The Lone Ranger,275000000,D|F,no
735,2013,4045464,Oblivion,120000000,D,no
736,2013,3765398,Insidious: Chapter 2,5000000,D,no
737,2013,4199257,Saving Mr. Banks,35000000,F,no
738,2013,4500974,Turbo,135000000,D,yes
739,2013,3219514,2 Guns,61000000,D|F,no
740,2013,4570872,White House Down,150000000,D,no
741,2013,3935683,Mama,15000000,D,no
742,2013,4188228,Safe Haven,28000000,D,no
743,2013,4437356,The Smurfs 2,110000000,D,yes
744,2013,4333132,The Best Man Holiday,17000000,D,no
745,2013,4093413,Percy Jackson: Sea of Monsters,90000000,F,no
746,2013,3238959,A Good Day to Die Hard,92000000,F,no
747,2013,4554335,Warm Bodies,30000000,F,no
748,2013,3778888,Jack the Giant Slayer,195000000,D,no
749,2013,4422668,The Purge,3000000,D,no
750,2013,3868777,Last Vegas,28000000,D,no
751,2013,3579499,Ender's Game,110000000,D,no
752,2013,4125139,Prisoners,46000000,D,no
753,2013,3267392,After Earth,130000000,D,no
754,2013,4432865,The Secret Life of Walter Mitty,91000000,F,no
755,2013,3585881,Escape from Planet Earth,40000000,D,yes
756,2013,3216165,12 Years a Slave,20000000,F,no
757,2013,3633594,Free Birds,55000000,D,yes
758,2013,3687828,Hansel & Gretel: Witch Hunters,50000000,D,no
759,2013,3592596,Evil Dead,17000000,D,no
760,2013,4152579,RED 2,84000000,F,no
761,2013,3242937,A Madea Christmas,25000000,D,no
763,2013,4341461,The Call,12800000,D,no
764,2013,4075540,Pain & Gain,26000000,D|F,no
765,2013,3647249,Gangster Squad,60000000,D,no
766,2013,4383805,The Internship,58000000,D|F,no
767,2013,4029399,No se aceptan devoluciones,5000000,F,no
768,2013,4250003,Snitch,15000000,D,no
769,2013,4166207,Riddick,38000000,D,no
770,2013,3239689,A Haunted House,2500000,D,no
771,2013,3225933,47 Ronin,175000000,D,no
772,2013,3322373,August: Osage County,25000000,F,no
773,2013,4098412,Philomena,12000000,D|F,no
774,2013,4363082,The Family,30000000,D|F,no
775,2013,4552116,Walking with Dinosaurs 3D,80000000,D,yes
776,2013,3415315,Carrie,30000000,D,no
777,2013,4319698,Texas Chainsaw 3D,20000000,D,no
778,2013,4141316,R.I.P.D.,130000000,D,no
779,2013,3376374,Blue Jasmine,18000000,F,no
780,2013,3815380,Kevin Hart: Let Me Explain,2500000,D,no
781,2013,4234147,Side Effects,30000000,D,no
782,2013,4200943,Scary Movie 5,20000000,D,no
783,2013,4406862,The Mortal Instruments: City of Bones,60000000,F,no
784,2013,3500885,Delivery Man,22000000,F,no
785,2013,3676571,Grudge Match,40000000,D,no
786,2013,4057547,One Direction: This Is Us,10000000,D,no
787,2013,3816932,Kick-Ass 2,28000000,D,no
788,2013,3478246,Dallas Buyers Club,5000000,D,no
789,2013,4183752,Rush,38000000,D,no
790,2013,4380447,The Host,50000000,D,no
791,2013,4459940,The World's End,20000000,F,no
792,2013,3221657,21 & Over,13000000,D,no
793,2013,3585977,Escape Plan,70000000,D,no
794,2013,3535718,Don Jon,5500000,F,no
795,2014,3288722,American Sniper,58000000,D,no
796,2014,4381503,The Hunger Games: Mockingjay - Part 1,125000000,D,no
797,2014,3677340,Guardians of the Galaxy,170000000,D,no
798,2014,3412086,Captain America: The Winter Soldier,170000000,D,no
799,2014,4392954,The LEGO Movie,60000000,D,yes
800,2014,4379423,The Hobbit: The Battle of the Five Armies,250000000,D,no
801,2014,4490126,Transformers: Age of Extinction,210000000,D|F,no
802,2014,3934918,Maleficent,180000000,D,no
803,2014,4587937,X-Men: Days of Future Past,200000000,D|F,no
804,2014,3361056,Big Hero 6,165000000,D,yes
805,2014,3489286,Dawn of the Planet of the Apes,170000000,D,no
806,2014,4326158,The Amazing Spider-Man 2,200000000,F,no
807,2014,3664650,Godzilla,160000000,D,no
808,2014,3221863,22 Jump Street,50000000,D,no
809,2014,4313727,Teenage Mutant Ninja Turtles,125000000,D,no
810,2014,3767540,Interstellar,165000000,F,no
811,2014,3727726,How to Train Your Dragon 2,145000000,D,yes
812,2014,3667153,Gone Girl,61000000,D,no
813,2014,3529964,Divergent,85000000,D,no
814,2014,4015138,Neighbors,18000000,D,no
815,2014,4166302,Ride Along,25000000,D,no
816,2014,4168270,Rio 2,130000000,D,yes
817,2014,3768651,Into the Woods,56200000,D,no
818,2014,3921072,Lucy,40000000,D|F,no
819,2014,4363833,The Fault in Our Stars,12000000,D,no
820,2014,4515517,Unbroken,65000000,D,no
821,2014,4022557,Night at the Museum: Secret of the Tomb,127000000,D,no
822,2014,3989608,Mr. Peabody & Sherman,145000000,D,yes
823,2014,3224206,300: Rise of an Empire,110000000,D,no
824,2014,4403245,The Maze Runner,34000000,D,no
825,2014,4360714,The Equalizer,55000000,D,no
826,2014,4030292,Noah,130000000,D|F,no
827,2014,3557688,Edge of Tomorrow,178000000,F,no
828,2014,4032321,Non-Stop,50000000,F,no
829,2014,3698038,Heaven Is for Real,12000000,D,no
830,2014,4382348,The Imitation Game,15000000,F,no
831,2014,3550318,Dumb and Dumber To,40000000,D,no
832,2014,3301905,Annie,65000000,D,no
833,2014,3642220,Fury,80000000,F,no
834,2014,4307492,Tammy,20000000,F,no
835,2014,3301603,Annabelle,6500000,D,no
836,2014,4414125,The Other Woman,40000000,F,no
837,2014,4091879,Penguins of Madagascar,132000000,D,yes
838,2014,3891130,Let's Be Cops,17000000,D,no
839,2014,4406506,The Monuments Men,70000000,D|F,no
840,2014,3703657,Hercules,100000000,D,no
841,2014,4422672,The Purge: Anarchy,9000000,D,no
843,2014,4464489,Think Like a Man Too,24000000,D,no
844,2014,3594529,Exodus: Gods and Kings,140000000,D,no
845,2014,4411489,The Nut Job,30000000,D,yes
846,2014,3664253,God's Not Dead,1150000,D,no
847,2014,4257072,Son of God,22000000,D,no
848,2014,4105515,Planes: Fire & Rescue,50000000,D,yes
849,2014,4373630,The Grand Budapest Hotel,31000000,F,no
850,2014,4172217,RoboCop,120000000,D,no
851,2014,3543244,Dracula Untold,70000000,F,no
852,2014,3721703,Horrible Bosses 2,40000000,D,no
853,2014,4381454,The Hundred-Foot Journey,22000000,D|F,no
854,2014,4027837,No Good Deed,13200000,D,no
855,2014,3993322,Muppets Most Wanted,55000000,D,no
856,2014,4068835,Ouija,5000000,D,no
857,2014,4338192,The Boxtrolls,60000000,D,yes
858,2014,3778812,Jack Ryan: Shadow Recruit,60000000,D|F,no
859,2014,3744960,If I Stay,11000000,D,no
860,2014,4337390,The Book of Life,50000000,D,yes
861,2014,3259554,About Last Night,13000000,D,no
862,2014,3768560,Into the Storm,50000000,D,no
863,2014,4386165,The Judge,50000000,F,no
864,2014,3787219,Jersey Boys,40000000,D,no
865,2014,3371854,Blended,45000000,D,no
866,2014,4371818,The Giver,25000000,D,no
867,2014,4270254,St. Vincent,13000000,F,no
868,2014,4014496,Need for Speed,66000000,D,no
869,2014,3792978,John Wick,30000000,D,no
870,2014,3244130,A Million Ways to Die in the West,40000000,D,no
871,2014,3365295,Birdman or (The Unexpected Virtue of Ignorance),18000000,D,no
872,2014,3534808,Dolphin Tale 2,36000000,D,no
873,2014,4361789,The Expendables 3,100000000,D,no
874,2014,3554809,Earth to Echo,13000000,D,no
875,2014,4218404,Sex Tape,40000000,D,no
876,2014,4575064,Wild,15000000,D,no
877,2014,3967995,Million Dollar Arm,25000000,D|F,no
878,2014,4445405,The Theory of Everything,15000000,D|F,no
879,2014,4466057,This Is Where I Leave You,20000000,D,no
880,2014,4369116,The Gambler,25000000,D,no
881,2014,4081918,Paranormal Activity: The Marked Ones,5000000,D,no
882,2014,4023772,Nightcrawler,8500000,D|F,no
883,2014,3428235,Chef,11000000,D,no
884,2014,3223269,3 Days to Kill,28000000,D,no
885,2014,3500740,Deliver Us from Evil,30000000,D,no
886,2014,3654225,Get on Up,30000000,D,no
887,2014,4567868,When the Game Stands Tall,15000000,D,no
888,2014,3543309,Draft Day,25000000,D,no
889,2013,4046785,Oculus,5000000,D,no
890,2014,4333365,The Best of Me,26000000,D,no
891,2014,4320719,That Awkward Moment,8000000,D,no
892,2014,3254753,A Walk Among the Tombstones,28000000,D,no
893,2013,3702358,Her,23000000,D,no
894,2014,3386406,Boyhood,4000000,F,no
895,2015,4272821,Star Wars: Episode VII - The Force Awakens,306000000,F,no
896,2015,3799761,Jurassic World,215000000,D|F,no
897,2015,3324830,Avengers: Age of Ultron,330600000,D,no
898,2015,3764900,Inside Out,175000000,D,yes
899,2015,3642058,Furious Seven,190000000,D|F,no
900,2015,3969733,Minions,74000000,D,yes
901,2015,4381504,The Hunger Games: Mockingjay - Part 2,160000000,D,no
902,2015,4402503,The Martian,108000000,D,no
903,2015,3438710,Cinderella,95000000,F,no
904,2015,4264379,Spectre,300000000,D|F,no
905,2015,3973641,Mission: Impossible - Rogue Nation,150000000,D|F,no
906,2015,4104358,Pitch Perfect 2,29000000,D,no
907,2015,4427061,The Revenant,135000000,D,no
908,2015,3303275,Ant-Man,130000000,D,no
910,2015,3724250,Hotel Transylvania 2,80000000,D,yes
911,2015,3611768,Fifty Shades of Grey,40000000,D,no
912,2015,4439390,The SpongeBob Movie: Sponge Out of Water,74000000,D,yes
913,2015,4280457,Straight Outta Compton,28000000,D,no
914,2015,4192998,San Andreas,110000000,D,no
915,2015,3927298,Mad Max: Fury Road,150000000,D,no
916,2015,3476624,Daddy's Home,50000000,D,no
917,2015,3766132,Insurgent,110000000,D,no
919,2014,3821535,Kingsman: The Secret Service,94000000,D,no
920,2015,4372904,The Good Dinosaur,187500000,D,yes
921,2015,4268995,Spy,65000000,D,no
922,2015,4489355,Trainwreck,35000000,F,no
923,2015,3465592,Creed,37000000,D,no
924,2015,4482026,Tomorrowland,170000000,D,no
925,2015,3654080,Get Hard,40000000,D,no
926,2015,4317910,Terminator Genisys,155000000,D,no
927,2014,4305283,Taken 3,48000000,F,no
928,2015,4240847,Sisters,30000000,D,no
929,2015,3284425,Alvin and the Chipmunks: The Road Chip,90000000,D,yes
930,2015,3951243,Maze Runner: The Scorch Trials,61000000,D,no
931,2015,4312849,Ted 2,68000000,D,no
932,2015,3669300,Goosebumps,58000000,D,no
933,2015,4104649,Pixels,90000000,D,no
934,2014,4074827,Paddington,55000000,D,yes
935,2015,4383733,The Intern,40000000,D,no
936,2015,3390854,Bridge of Spies,40000000,F,no
937,2015,4088273,Paul Blart: Mall Cop 2,38000000,D,no
938,2015,4334521,The Big Short,28000000,D|F,no
939,2015,4553964,War Room,3000000,D,no
940,2015,3930019,Magic Mike XXL,14500000,D,no
941,2015,4453479,The Visit,5000000,D,no
942,2015,4456129,The Wedding Ringer,23000000,D,no
943,2015,3369167,Black Mass,53000000,F,no
944,2015,4529429,Vacation,31000000,D,no
945,2015,4416894,The Perfect Guy,18000000,D,no
946,2015,3796146,Joy,60000000,F,no
947,2015,3603088,Fantastic Four,120000000,D,no
948,2015,4377319,The Hateful Eight,62000000,F,no
949,2015,3623493,Focus,65000000,D,no
950,2015,4261753,Southpaw,30000000,D,no
951,2015,3765399,Insidious: Chapter 3,10000000,D,no
952,2014,4212641,Selma,20000000,D,no
953,2015,3799644,Jupiter Ascending,179000000,D,no
954,2015,4112270,Poltergeist,35000000,D,no
955,2015,4233821,Sicario,30000000,D,no
956,2015,4400849,The Man from U.N.C.L.E.,75000000,D,no
957,2015,4268097,Spotlight,20000000,D,no
958,2015,3951639,"McFarland, USA",17000000,F,no
959,2015,4370699,The Gift,5000000,D,no
960,2015,3591055,Everest,65000000,D,no
961,2015,4410379,The Night Before,25000000,D,no
962,2015,3830112,Krampus,15000000,D,no
963,2015,3949829,Max,20000000,D,no
964,2015,4325358,The Age of Adaline,30000000,D|F,no
965,2015,3393952,Brooklyn,11000000,D,no
966,2015,4396368,The Longest Ride,34000000,D,no
967,2015,4338330,The Boy Next Door,4000000,D,no
968,2015,4077218,Pan,150000000,D,no
969,2015,3723404,Hot Pursuit,35000000,F,no
970,2015,3454592,Concussion,35000000,D,no
971,2015,4358318,The DUFF,8500000,D,no
972,2015,4581845,Woman in Gold,11000000,D,no
973,2015,4432424,The Second Best Exotic Marigold Hotel,10000000,D,no
974,2014,4519835,Unfriended,1000000,D,no
975,2015,3581714,Entourage,30000000,F,no
976,2015,4079874,Paper Towns,12000000,D,no
977,2015,3424856,Chappie,49000000,D,no
978,2015,3466696,Crimson Peak,55000000,D,no
979,2015,3254806,A Walk in the Woods,8000000,D|F,no
980,2015,4110292,Point Break,100000000,D,no
981,2015,4239415,Sinister 2,10000000,D,no
982,2015,4391678,The Last Witch Hunter,80000000,D,no
983,2015,4027600,No Escape,5000000,D,no
984,2015,4165993,Ricki and the Flash,18000000,D,no
985,2014,4458829,The Woman in Black 2: Angel of Death,15000000,D,no
986,2015,4182355,Run All Night,50000000,F,no
987,2015,3917930,Love the Coopers,18000000,D,no
988,2015,4392148,The Lazarus Effect,5000000,D,no
989,2014,3593197,Ex Machina,13000000,D,no
990,2015,3757627,In the Heart of the Sea,100000000,D,no
991,2015,4369088,The Gallows,100000,D,no
992,2015,3713322,Hitman: Agent 47,35000000,D,no
993,2015,4127882,Project Almanac,12000000,D,no
994,2014,3369390,Black or White,9000000,D,no
995,2016,4174476,Rogue One,200000000,D,no
997,2016,3412075,Captain America: Civil War,250000000,D,no
998,2016,4432837,The Secret Life of Pets,75000000,D,yes
999,2016,4386314,The Jungle Book,175000000,D,no
1000,2016,3494923,Deadpool,58000000,D|F,no
1001,2016,4607464,Zootopia,150000000,D,yes
1002,2016,3342087,Batman v Superman: Dawn of Justice,250000000,D|F,no
1003,2016,4288055,Suicide Squad,175000000,F,no
1004,2016,4238767,Sing,75000000,D,yes
1005,2016,3975913,Moana,150000000,D,yes
1006,2016,3603041,Fantastic Beasts and Where to Find Them,180000000,D,no
1007,2016,3532643,Doctor Strange,165000000,D|F,no
1008,2016,3707213,Hidden Figures,25000000,F,no
1009,2016,3783191,Jason Bourne,120000000,D|F,no
1010,2016,4272554,Star Trek Beyond,185000000,D,no
1011,2016,4587931,X-Men: Apocalypse,178000000,D,no
1013,2016,3850969,La La Land,20000000,F,no
1014,2016,3832921,Kung Fu Panda 3,140000000,D,yes
1015,2016,3656264,Ghostbusters,144000000,D,no
1016,2016,3421294,Central Intelligence,50000000,D,no
1017,2016,4392792,The Legend of Tarzan,180000000,D,no
1018,2016,4288677,Sully,60000000,D,no
1019,2016,3332109,Bad Moms,20000000,F,no
1021,2016,3760456,Independence Day: Resurgence,165000000,D,no
1022,2016,4347860,The Conjuring 2,40000000,D,no
1023,2016,3311445,Arrival,47000000,D,no
1024,2016,4085575,Passengers,110000000,D,no
1025,2016,4198380,Sausage Party,19000000,D,yes
1026,2016,4399012,The Magnificent Seven,90000000,F,no
1027,2016,4166304,Ride Along 2,40000000,D,no
1028,2016,3536176,Don't Breathe,10000000,D,no
1029,2016,3972622,Miss Peregrine's Home for Peculiar Children,110000000,D,no
1030,2016,4324118,The Accountant,40000000,F,no
1031,2016,4313747,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,D,no
1032,2016,4422673,The Purge: Election Year,10000000,D,no
1033,2016,3277361,Alice Through the Looking Glass,170000000,D,no
1034,2016,4096399,Pete's Dragon,65000000,D,no
1035,2016,4371449,The Girl on the Train,45000000,F,no
1038,2016,3214423,10 Cloverfield Lane,5000000,D,no
1039,2016,3897770,Lights Out,5000000,D,no
1040,2016,3682633,Hacksaw Ridge,40000000,D,no
1041,2016,3281312,Allegiant,110000000,D,no
1042,2016,4037103,Now You See Me 2,90000000,D,no
1043,2016,3742725,Ice Age: Collision Course,105000000,D,yes
1044,2016,4337716,The Boss,29000000,D,no
1045,2016,3907314,London Has Fallen,60000000,D,no
1047,2016,3499124,Deepwater Horizon,156000000,D,no
1049,2016,3997175,My Big Fat Greek Wedding 2,18000000,D,no
1050,2016,3778795,Jack Reacher: Never Go Back,60000000,F,no
1051,2016,3609258,Fences,24000000,F,no
1052,2016,3951997,Me Before You,20000000,D,no
1053,2016,4333787,The BFG,140000000,D,no
1054,2016,4015150,Neighbors 2: Sorority Rising,35000000,F,no
1055,2016,4434382,The Shallows,13000000,D,no
1056,2016,4048541,Office Christmas Party,45000000,D,no
1057,2016,3316986,Assassin's Creed,125000000,D,no
1058,2016,3338584,Barbershop: The Next Cut,20000000,D,no
1059,2016,3216427,13 Hours,50000000,D,no
1060,2016,3900244,Lion,12000000,D,no
1062,2016,4381851,The Huntsman: Winter's War,115000000,D,no
1063,2016,3937744,Manchester by the Sea,8500000,D,no
1064,2016,4554118,Warcraft,160000000,D,no
1065,2016,3726844,How to Be Single,37000000,D,no
1066,2016,3966287,Mike and Dave Need Wedding Dates,33000000,D,no
1067,2016,4553695,War Dogs,50000000,D,no
1069,2016,3979795,Money Monster,27000000,D,no
1070,2016,3281772,Allied,85000000,D,no
1071,2016,4016845,Nerve,20000000,D,no
1072,2016,4169039,Risen,20000000,D,no
1073,2016,4410314,The Nice Guys,50000000,D,no
1074,2016,4338202,The Boy,10000000,D,no
1075,2016,3527162,Dirty Grandpa,11500000,D,no
1076,2016,4068856,Ouija: Origin of Evil,9000000,D,no
1077,2016,4323365,The 5th Wave,38000000,D,no
1078,2016,3761876,Inferno,75000000,D,no
1079,2016,3985883,Mother's Day,25000000,D,no
1080,2016,4087910,Patriots Day,40000000,D,no
1081,2016,3664561,Gods of Egypt,140000000,D,no
1082,2016,3448562,Collateral Beauty,36000000,D,no
1083,2016,3683361,"Hail, Caesar!",22000000,F,no
1084,2016,4567726,When the Bough Breaks,10000000,D,no
1085,2016,4607372,Zoolander 2,50000000,D,no
1086,2016,3982397,Moonlight,1500000,D,no
1087,2016,4365204,The Finest Hours,70000000,D,no
1088,2016,3621818,Florence Foster Jenkins,29000000,D,no
1089,2016,3700251,Hell or High Water,12000000,D,no
1090,2016,4367285,The Forest,10000000,D,no
1092,2015,4454026,The VVitch: A New-England Folktale,3500000,D,no
1093,2016,3390953,Bridget Jones's Baby,35000000,D,no
1094,2016,3815384,Kevin Hart: What Now?,10000000,D,no
1095,2017,3345950,Beauty and the Beast,160000000,D,no
1096,2017,4582829,Wonder Woman,150000000,D|F,no
1098,2017,3677341,Guardians of the Galaxy Vol. 2,200000000,D,no
1099,2017,4265606,Spider-Man: Homecoming,175000000,D,no
1100,2017,3773755,It,35000000,D,no
1102,2017,3906579,Logan,127000000,D,no
1103,2017,4363764,The Fate of the Furious,250000000,D,no
1104,2017,3550774,Dunkirk,150000000,F,no
1106,2017,3801508,Justice League,300000000,D|F,no
1107,2017,3654234,Get Out,5000000,D,no
1109,2017,4103794,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,D,no
1110,2017,3827908,Kong: Skull Island,185000000,D,no
1111,2017,3415589,Cars 3,175000000,D,yes
1112,2017,4553717,War for the Planet of the Apes,152000000,D,no
1113,2017,4467121,Thor: Ragnarok,180000000,D,no
1114,2016,4267045,Split,5000000,D,no
1115,2017,4490150,Transformers: The Last Knight,217000000,D|F,no
1116,2017,3660050,Girls Trip,28000000,D,no
1117,2017,3611759,Fifty Shades Darker,55000000,D,no
1118,2017,3328988,Baby Driver,34000000,D|F,no
